"ID";"P02_A";"P03";"P04_A";"P04_B";"P05";"P06_A";"P06_B";"P07";"P08_A";"P08_B";"P09";"P10";"P11";"P12";"P13_A";"P13_B";"P14";"P15";"P16_A";"P16_B";"P17";"P18";"P19_B";"P19_C";"P19_D";"P19_E";"P20";"P21_A";"P21_B_1";"P21_B_2";"P21_B_3";"P21_B_4";"P21_B_5";"P21_B_6";"P21_B_7";"P21_8A";"P21_8B";"P21_B_9";"P21_B_10";"P21_B_11";"P21_B_12";"P22";"P23_A";"P23_B";"P23_C";"P23_D";"P23_E";"P23_F";"P23_G";"P23_H";"P23_I";"P24_A";"P24_B";"P24_C";"P24_D";"P25_A";"P25_B";"P25_E";"P26";"P27_A";"V05";"V07";"V08_A";"V08_B";"V09_A";"V09_B";"V09_C";"V09_D";"V10";"V11";"V12_1";"V12_2";"V12_3";"V12_4";"VD_P27_B";"VD12_5";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_PORTE";"W1";"W2"
"62";24;2;1;1;2;3;;1;2;2;2;2;3;3;1;3;1;3;1;1;1;3;1;1;1;1;1;1;2;2;2;2;1;97;1;1;2;2;2;1;1;2;;;;;;;;;;1;1;1;2;1;2;97;4;2;1;3;3;1;2;1;;1;1;2;0;0;0;0;;1;2;2;3;3;1;1;1;1;2;22937254,8699374;9185405,92676254;27097050,3254786;12966305,9052789;14013646,6711406;0,128915803500699;3221,66709547355
"63";53;2;2;;2;5;97;3;2;2;2;3;1;3;1;2;1;2;2;1;2;4;2;2;2;2;2;1;97;97;97;97;97;97;97;97;97;97;97;97;97;2;;;;;;;;;;1;1;1;2;2;2;2;1;2;1;1;4;97;2;1;;5;1;97;1;97;97;1;;97;5;4;1;4;1;1;97;1;3;6471216,17364217;1828442,81648708;4472565,30371772;3283461,63546948;5140756,49169244;0,99908120551536;13107,2693785717
"64";22;2;2;;3;1;;97;97;2;3;3;3;2;2;;3;2;2;1;97;2;2;2;2;2;1;1;1;1;2;1;2;2;2;1;2;1;2;1;1;1;2;2;2;2;3;3;3;3;2;1;2;2;2;1;2;2;97;1;2;3;3;1;1;;;1;1;3;0;0;0;0;1;1;2;1;3;3;1;1;2;1;2;20907410,4102155;13054252,8137814;27097050,3254786;12966305,9052789;14013646,6711406;0,211582549762385;10173,0512916135
"65";35;2;2;;2;1;;2;2;2;3;3;4;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;4;2;1;1;4;1;1;;;6;2;97;0;0;0;0;;1;3;2;1;4;1;1;97;2;3;37266731,3639616;14370447,1480955;36770761,9610572;18345076,3941771;28876180,8506565;8,11800670859218;183438,669660764
"66";28;1;2;;2;3;;1;97;2;3;3;1;3;1;2;1;2;1;2;1;2;1;1;1;1;1;2;;;;;;;;;;;;;;1;1;2;2;2;3;3;3;2;1;2;1;2;1;2;1;1;2;1;1;3;4;1;2;2;2;;1;5;0;0;0;0;97;1;2;5;3;4;3;2;3;1;3;22937254,8699374;7668933,99399618;27097050,3254786;6474733,97617184;10694694,8990073;0,306714569828974;2626,24720893756
"67";21;2;1;2;2;5;2;2;97;2;2;3;2;2;1;2;1;2;1;1;1;4;2;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;1;1;1;2;;;;;;;;;;2;1;1;2;1;2;2;1;1;2;3;3;2;1;;;5;1;2;0;0;0;0;7;1;2;3;3;2;1;1;1;1;2;20907410,4102155;7934345,66230122;27097050,3254786;7314042,008035;14013646,6711406;0,411152842425977;8530,40271066174
"68";41;1;2;;2;4;;97;1;2;2;2;2;2;1;2;1;2;2;1;1;2;97;2;2;1;2;1;2;1;1;1;1;1;1;2;2;1;2;1;1;2;;;;;;;;;;1;1;2;2;2;2;2;4;97;1;1;3;1;2;1;;7;1;3;0;0;0;0;;1;4;4;1;3;1;1;2;1;2;12236801,2346068;3787817,15094212;17810307,5704317;6877258,89129001;10688606,2270338;4,03839993227721;74713,2230686482
"69";51;2;2;;2;3;;1;1;2;2;3;2;2;1;2;1;2;2;1;1;2;1;2;2;1;2;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;;;;;;;;;;1;1;2;2;1;2;2;97;2;1;1;4;1;2;1;;5;2;2;1;0;0;1;;0;5;3;1;4;1;1;1;2;3;6471216,17364217;2338299,3457835;4472565,30371772;3283461,63546948;5140756,49169244;0,191200199482437;2292,63895487549
"70";32;2;1;2;2;3;;2;2;2;2;3;5;2;1;2;1;3;2;1;2;4;97;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;2;1;1;2;3;3;2;3;2;1;1;1;2;2;2;2;1;1;1;5;4;2;1;;;6;4;2;0;0;0;0;1;1;3;1;4;4;1;1;1;3;2;37266731,3639616;18615364,7082317;929546,3653102;18345076,3941771;28238670,7866954;1,18510890664716;39559,6334838548
"71";16;1;1;1;2;4;;2;97;2;2;2;1;3;2;;1;2;2;1;1;2;2;1;1;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;2;2;1;4;2;2;5;3;2;1;;;5;2;3;0;0;0;0;;1;1;1;4;2;1;1;2;2;3;6773138,38201185;4671519,09130945;199780,14287558;2424907,60474098;3668531,91805448;0,0469509364157867;313,307759190283
"72";12;2;1;1;3;5;2;2;2;2;3;3;3;3;2;;97;2;1;1;1;2;1;1;2;97;2;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;2;1;2;2;97;2;1;3;2;2;2;2;2;;2;2;0;0;0;0;;1;1;1;3;1;3;2;1;2;2;6858908,59017553;4671519,09130945;9643625,74810525;4476107,8973058;5475108,39068382;0,0504205912948909;5186,34238694956
"73";14;1;1;2;4;1;;2;1;2;2;2;3;3;1;3;1;3;2;2;3;2;2;2;2;2;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;2;1;2;97;1;2;4;2;2;3;3;2;2;1;;5;2;1;0;0;0;0;;1;1;4;3;2;1;1;1;2;2;6773138,38201185;1750765,73963676;9643625,74810525;2424907,60474098;5475108,39068382;0,0923699323359314;2357,48977176355
"74";23;2;2;;1;3;;1;1;1;3;3;1;2;1;2;1;2;2;1;2;4;2;2;2;2;1;1;1;2;1;1;1;2;1;1;2;1;1;1;1;1;2;1;1;1;2;3;1;2;2;1;1;1;2;2;2;2;3;1;1;3;4;1;1;;;2;4;3;0;0;0;0;9;1;2;2;3;4;1;1;2;3;3;22937254,8699374;9185405,92676254;27097050,3254786;6474733,97617184;10694694,8990073;0,849862992295481;7598,33282817657
"75";31;2;1;2;4;5;5;2;2;2;3;3;1;3;1;3;1;2;1;2;2;5;2;2;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;2;2;1;1;1;2;2;1;3;3;2;2;2;2;;4;2;0;0;0;0;;1;3;2;3;2;3;2;1;3;2;37266731,3639616;14370447,1480955;26349818,4883615;11642723,335758;28238670,7866954;2,07694757223493;68509,0705046323
"76";16;97;2;;2;4;;2;2;1;2;2;1;2;1;2;1;2;2;1;1;1;2;2;2;1;1;1;1;1;2;2;1;2;2;1;2;1;1;2;2;2;;;;;;;;;;1;1;2;2;2;2;2;4;2;1;3;4;1;1;;;6;5;2;0;0;0;0;;1;1;2;3;4;1;1;1;3;2;6858908,59017553;2888659,36430057;9643625,74810525;2399410,71828191;5475108,39068382;0,0469509364157867;635,580527422859
"77";28;97;2;;4;1;;2;2;2;3;3;3;3;2;;97;3;1;1;1;4;2;1;1;1;3;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;2;2;1;2;4;2;2;3;2;2;1;;;4;1;97;0;0;0;0;;1;2;4;3;1;1;1;97;1;2;20907410,4102155;6001726,88331152;27097050,3254786;17089583,3906671;14013646,6711406;0,153357284914487;8235,45219446356
"78";23;1;2;;2;1;;1;1;2;3;1;2;3;1;2;2;1;2;2;1;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;2;1;1;1;3;2;3;2;1;2;3;3;2;2;2;2;1;1;1;1;2;2;2;3;3;1;1;;;1;2;2;0;0;0;0;;1;2;2;3;3;1;1;1;2;2;20907410,4102155;9185405,92676254;27097050,3254786;12966305,9052789;14013646,6711406;0,849862992295481;23841,7218196051
"79";21;2;1;1;3;97;;2;1;1;2;2;1;2;1;2;1;2;2;1;1;2;97;2;2;1;1;1;1;2;2;2;1;2;2;2;2;1;2;2;2;2;;;;;;;;;;2;1;1;2;2;2;2;1;1;1;1;3;1;1;;;5;3;97;0;0;0;0;1;1;2;4;1;3;1;1;97;3;3;22937254,8699374;6001726,88331152;10746878,5794495;12966305,9052789;10694694,8990073;0,411152842425977;5092,33840857095
"80";35;97;2;;2;5;3;1;2;1;3;2;1;3;1;2;2;3;2;2;1;3;97;2;1;2;2;1;1;1;1;1;1;2;1;1;1;2;1;1;1;1;3;3;2;3;1;2;2;3;2;2;97;2;2;2;2;2;2;2;2;3;3;1;2;1;;3;1;2;0;0;0;0;;1;3;4;3;3;1;1;1;1;2;34307260,1788924;10817844,4188551;26349818,4883615;23585402,4563219;28238670,7866954;5,17274701533837;92439,3007468293
"81";24;2;1;1;1;3;;2;97;2;2;3;1;2;1;2;1;2;2;1;2;6;2;1;2;2;1;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;1;2;2;3;3;2;3;3;3;1;1;1;2;2;2;2;1;1;2;5;3;1;1;;;1;1;3;0;0;0;0;1;1;2;2;4;3;1;1;2;1;2;20907410,4102155;9185405,92676254;419562,47967567;12966305,9052789;14013646,6711406;0,257831607001397;1250,77519984057
"82";41;2;2;;2;1;;2;2;2;2;2;1;2;1;2;1;2;1;1;1;3;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;2;1;1;1;1;2;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;1;1;1;4;1;1;;;2;1;3;0;0;0;0;1;1;4;2;1;4;1;1;2;1;2;12236801,2346068;4976682,1552343;17810307,5704317;5770094,98942702;10688606,2270338;1,12380350157936;16438,7761451162
"83";41;2;2;;4;1;;1;2;2;2;2;5;3;1;2;1;3;2;1;1;2;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;;;;;;;;;;2;1;2;2;2;2;2;1;1;1;5;2;2;2;2;2;;1;2;0;0;0;0;1;1;4;4;4;1;3;2;1;1;1;12236801,2346068;3787817,15094212;158668,67819739;7064179,9295587;8848258,34087613;0,749202334386243;8459,05093084436
"84";17;2;2;;4;1;;2;97;2;2;2;3;2;2;;1;2;2;2;1;6;2;1;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;1;2;2;1;4;2;1;2;3;1;2;1;;7;5;3;1;0;0;1;;0;1;1;2;3;1;1;2;3;2;6858908,59017553;4671519,09130945;1206040,59428661;4331620,75185869;5475108,39068382;0,0586451565783018;3269,31777815618
"85";53;1;1;2;1;3;;1;2;2;2;3;4;3;1;2;1;1;2;2;3;6;1;2;2;1;1;1;2;2;2;2;1;1;1;1;97;1;1;1;1;1;2;2;2;2;3;1;1;2;3;2;2;2;1;1;1;1;2;2;2;1;4;1;1;;;4;5;5;0;0;0;0;;1;5;2;1;4;1;1;3;3;3;6175398,59426123;2714476,69930958;4472565,30371772;3283461,63546948;5140756,49169244;0,133210827402048;2654,61362537893
"86";22;2;2;;4;97;;1;97;2;2;2;1;3;1;2;1;2;1;2;1;1;1;1;2;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;1;2;2;2;2;4;2;1;3;4;1;1;;;2;1;2;1;0;0;1;;0;2;1;3;4;1;1;1;1;1;22937254,8699374;13054252,8137814;27097050,3254786;6474733,97617184;19136323,710005;1,05791274881192;40692,973293149
"87";16;2;1;1;3;97;;3;2;2;3;3;97;3;2;;97;3;1;1;1;2;2;1;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;2;1;2;2;4;2;2;3;2;2;2;1;;7;1;97;97;97;97;97;;97;1;5;3;1;1;1;97;1;3;6773138,38201185;1880529,03586771;9643625,74810525;4476107,8973058;3668531,91805448;0,0469509364157867;1765,76980025986
"88";29;2;2;;4;1;;2;97;2;3;2;5;3;2;;2;3;2;2;1;6;2;2;2;2;3;1;2;1;1;2;;;2;;;;2;1;2;;;;;;;;;;;2;1;97;2;1;2;1;4;2;1;3;2;1;2;2;2;;1;97;0;0;0;0;;1;2;5;3;2;3;2;97;1;3;22937254,8699374;7668933,99399618;27097050,3254786;7314042,008035;10694694,8990073;21,5170222903348;363910,057565408
"89";41;2;1;1;1;4;;1;1;2;2;2;1;3;1;2;1;1;2;1;1;6;2;1;2;2;2;1;1;1;1;1;1;2;1;1;2;2;1;1;1;1;2;2;1;1;1;3;2;2;3;2;1;1;2;2;2;2;1;1;2;2;4;1;1;;;5;5;97;0;0;0;0;1;1;4;4;2;4;1;1;97;3;3;11790662,3027841;3787817,15094212;1179209,1539002;5770094,98942702;4490598,96948101;1,34613331075907;9678,00673770236
"90";23;2;1;1;3;4;;1;97;2;1;1;1;1;1;1;1;2;1;1;1;2;2;1;1;1;2;1;1;1;2;1;2;2;1;2;2;1;1;1;2;1;3;2;2;2;3;3;3;3;3;1;2;1;1;1;1;1;4;1;2;3;3;1;2;1;;5;1;97;1;0;0;1;97;0;2;3;3;3;1;1;97;1;3;20907410,4102155;7934345,66230122;27097050,3254786;12966305,9052789;10694694,8990073;1,69972598459096;25327,8932040132
"91";26;2;2;;4;1;;1;1;1;2;2;3;3;1;2;1;3;1;1;1;4;2;2;2;1;2;1;1;1;1;1;1;2;2;2;2;1;2;1;1;2;;;;;;;;;;1;1;97;1;2;2;1;4;2;1;1;1;;2;1;;7;5;2;1;0;0;1;;0;2;4;1;1;1;1;1;3;2;22937254,8699374;6001726,88331152;10746878,5794495;17089583,3906671;14013646,6711406;6,36531336794589;303680,562855072
"92";12;2;1;1;2;5;5;2;1;1;2;2;3;2;2;;1;2;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;1;2;2;2;;;;;;;;;;1;1;1;2;1;2;1;2;2;1;3;4;1;2;1;;3;2;2;1;97;97;1;;97;1;1;3;4;1;1;1;2;2;6858908,59017553;4671519,09130945;9643625,74810525;2399410,71828191;5475108,39068382;0,0504205912948909;1440,1027901108
"93";15;2;2;;2;1;;1;1;1;1;2;3;1;1;2;1;2;2;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;3;3;1;1;2;1;2;2;1;2;2;4;2;2;3;3;1;1;;;5;2;2;0;0;0;0;;1;1;1;3;3;1;1;1;2;3;6773138,38201185;4671519,09130945;9643625,74810525;4331620,75185869;3668531,91805448;0,56143908756424;25741,6221210722
"94";13;2;1;1;1;3;;2;1;1;2;2;1;2;2;;1;2;1;1;3;6;2;2;2;2;3;1;1;2;1;1;;;1;;;;2;1;1;;;;;;;;;;;2;1;2;2;2;2;2;3;2;2;3;4;1;1;;;2;4;4;0;0;0;0;;1;1;2;3;4;1;1;3;3;3;6773138,38201185;2888659,36430057;9643625,74810525;2399410,71828191;3668531,91805448;0,434760414582168;5067,38448078012
"95";31;2;1;1;3;2;;2;2;2;3;3;1;2;1;2;2;3;2;1;2;6;2;1;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;1;1;2;2;1;1;5;4;1;1;;;1;4;5;0;0;0;0;8;1;3;2;4;4;1;1;3;3;3;37266731,3639616;14370447,1480955;929546,3653102;18345076,3941771;28876180,8506565;1,38463171482329;22168,9480474941
"96";52;2;2;;4;3;;2;2;2;2;3;97;2;2;;97;3;2;2;2;5;2;2;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;1;2;2;2;2;2;2;97;97;2;1;1;;1;;;5;4;2;0;0;0;0;;1;5;3;1;1;1;1;1;3;1;6175398,59426123;2338299,3457835;4472565,30371772;3421799,78169772;3921361,82450623;1,17830452646159;53960,6216701697
"97";41;2;1;1;4;1;;2;2;2;3;2;3;2;1;2;3;3;1;1;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;2;1;1;1;2;;;;;;;;;;1;1;1;2;1;2;2;4;2;1;1;2;2;2;1;;7;2;2;0;0;0;0;;1;4;1;1;1;1;1;1;2;2;12236801,2346068;6174721,93567261;17810307,5704317;7064179,9295587;10688606,2270338;1,12380350157936;172712,696109318
"98";52;2;2;;4;1;;3;2;2;3;3;3;97;2;;2;2;2;2;1;1;1;2;2;1;1;1;2;1;2;1;1;2;2;1;2;1;2;1;1;2;;;;;;;;;;1;1;2;2;1;2;2;4;2;1;3;3;1;2;1;;1;2;2;0;0;0;0;;1;5;1;3;3;1;1;1;2;3;6471216,17364217;3709383,01387224;6771368,0568895;3698976,34110253;5140756,49169244;1,17830452646159;33865,8884360797
"99";11;1;2;;3;3;;3;1;2;2;3;3;2;1;2;1;1;1;2;1;5;1;2;97;2;1;1;2;2;2;1;1;2;1;1;2;2;97;2;1;97;;;;;;;;;;2;1;2;1;1;1;1;4;2;2;2;3;2;1;;;1;2;2;0;0;0;0;;1;1;4;2;2;1;1;1;2;1;6773138,38201185;1750765,73963676;1206040,59428661;2424907,60474098;4488406,66344907;0,131557759684479;3534,76556823645
"100";16;97;2;;4;3;;2;2;2;3;3;3;3;1;3;2;3;1;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;1;2;2;2;1;1;2;;;;;;;;;;1;1;2;97;1;1;2;4;2;2;3;2;2;2;1;;5;2;2;0;0;0;0;;1;1;3;3;1;1;1;1;2;2;6773138,38201185;2440573,74107289;9643625,74810525;4476107,8973058;5475108,39068382;0,0469509364157867;3072,94241758154
"101";26;2;2;;2;1;;2;2;2;3;3;2;2;97;;1;2;1;1;2;3;97;1;2;2;97;2;;;;;;;;;;;;;;;;;;;;;;;;2;1;2;2;1;2;2;2;1;2;1;2;2;2;2;2;;1;97;0;0;0;0;2;1;2;5;1;1;3;2;97;1;1;20907410,4102155;7668933,99399618;10746878,5794495;17089583,3906671;19136323,710005;0,795664170993237;104625,82655733
"102";35;2;1;1;1;5;3;1;1;2;3;3;3;3;1;1;1;1;2;1;3;6;2;2;2;2;1;1;2;1;2;2;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;1;3;2;2;1;2;2;1;2;2;1;1;2;3;3;1;1;;;1;4;2;0;0;0;0;9;1;3;4;3;3;1;1;1;3;3;34307260,1788924;10817844,4188551;26349818,4883615;23585402,4563219;28876180,8506565;8,11800670859218;116335,997964187
"103";51;1;1;2;2;1;;2;97;2;2;1;1;2;1;2;1;2;2;1;1;6;2;1;1;1;1;1;2;1;2;2;1;2;2;1;2;1;1;1;1;2;;;;;;;;;;1;1;1;2;2;2;2;3;1;2;3;3;1;1;;;5;2;97;0;0;0;0;1;1;5;1;3;3;1;1;97;2;3;6175398,59426123;3709383,01387224;6771368,0568895;3698976,34110253;5140756,49169244;0,229440239378924;7590,07688662637
"104";11;1;2;;2;5;7;1;1;1;3;2;2;2;1;2;1;2;2;2;1;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;4;2;2;3;3;1;1;;;4;2;3;0;0;0;0;;1;1;4;3;3;1;1;2;2;1;6773138,38201185;1750765,73963676;9643625,74810525;4331620,75185869;4488406,66344907;0,0717587780097159;2502,35610964615
"105";31;2;1;1;1;3;;97;2;2;2;1;3;2;1;1;1;2;2;1;1;4;2;1;1;1;1;1;2;2;2;1;1;1;1;1;1;1;2;2;2;2;;;;;;;;;;1;1;1;2;1;2;2;1;2;2;3;3;1;1;;;5;2;3;0;0;0;0;;1;3;1;3;3;1;1;2;2;2;34307260,1788924;18615364,7082317;26349818,4883615;23585402,4563219;28238670,7866954;2,07694757223493;82523,5505803995
"106";21;1;2;;1;3;;1;1;1;1;2;1;2;1;2;2;1;2;1;1;6;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;3;2;2;1;2;2;2;2;2;1;1;1;2;2;1;3;3;1;2;2;2;;4;3;0;0;0;0;;1;2;3;3;3;3;2;2;3;2;22937254,8699374;7934345,66230122;27097050,3254786;12966305,9052789;14013646,6711406;0,411152842425977;7660,89487322754
"107";35;2;2;;1;3;;97;1;2;3;3;97;3;1;2;1;2;2;2;1;2;2;2;2;1;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;2;;;;;;;;;;1;1;2;2;2;2;2;97;2;1;1;4;2;1;;;1;1;97;0;0;0;0;;1;3;2;1;4;1;1;97;1;3;37266731,3639616;14370447,1480955;36770761,9610572;18345076,3941771;28876180,8506565;8,11800670859218;183438,669660764
"108";24;2;2;;4;6;;2;97;2;2;2;6;3;1;2;1;2;2;1;1;1;2;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;1;1;2;2;1;2;2;4;2;2;3;4;1;2;2;2;;1;3;0;0;0;0;;1;2;3;3;4;3;2;2;1;2;20907410,4102155;7934345,66230122;27097050,3254786;6474733,97617184;14013646,6711406;0,889030584752895;9338,39516197869
"109";35;2;1;2;2;5;5;2;2;2;3;2;1;2;2;;1;3;1;1;1;4;1;2;2;1;1;1;2;1;2;1;1;2;2;1;2;2;1;1;1;2;;;;;;;;;;2;1;1;2;2;1;1;4;2;1;3;3;1;2;2;1;;1;97;0;0;0;0;;1;3;1;3;3;2;2;97;1;3;37266731,3639616;18615364,7082317;26349818,4883615;23585402,4563219;28876180,8506565;2,39445204968294;96857,0371340741
"110";25;2;2;;2;5;2;2;1;2;2;97;2;3;1;3;1;3;2;1;1;3;2;2;2;2;1;1;2;1;2;1;1;1;1;1;2;2;1;1;1;2;;;;;;;;;;1;1;1;1;2;2;2;3;1;2;2;3;2;1;;;5;1;2;0;0;0;0;7;1;2;3;2;2;1;1;1;1;3;20907410,4102155;7934345,66230122;5581173,8955491;7314042,008035;10694694,8990073;0,23357627029739;2923,89216562199
"111";27;97;2;;4;3;;2;2;2;3;3;3;2;2;;2;3;2;1;1;3;2;1;1;2;1;1;2;2;2;1;1;2;2;2;2;1;2;1;1;2;;;;;;;;;;1;1;2;2;1;2;2;4;2;1;3;3;1;2;2;2;;2;2;0;0;0;0;;1;2;1;3;3;3;2;1;2;1;22937254,8699374;13054252,8137814;27097050,3254786;12966305,9052789;19136323,710005;0,194395766255748;14889,8811645299
"112";21;1;2;;1;5;2;1;1;1;1;1;4;1;1;1;1;2;1;1;1;1;1;1;2;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;2;2;1;1;1;2;1;2;1;2;1;2;2;2;;1;2;0;0;0;0;97;1;2;4;1;2;3;2;1;1;2;20907410,4102155;6001726,88331152;10746878,5794495;7314042,008035;14013646,6711406;0,205576421212988;3979,67440908076
"113";15;97;1;1;2;3;;2;97;2;3;3;1;3;2;;1;2;2;2;1;1;1;1;1;1;2;1;2;1;2;2;1;2;2;2;2;2;1;1;1;1;3;2;2;2;2;3;3;3;3;1;1;97;1;1;1;2;3;1;2;3;3;2;1;;;97;2;97;0;0;0;0;95;1;1;1;3;2;1;1;97;2;2;6773138,38201185;4671519,09130945;9643625,74810525;2424907,60474098;5475108,39068382;0,56143908756424;30729,013595096
"114";50;1;2;;2;4;;2;1;2;2;1;3;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;1;2;2;1;2;2;2;2;1;1;2;;;;;;;;;;1;1;1;1;2;2;1;2;2;2;2;2;1;2;1;;1;3;2;0;0;0;0;;1;5;5;2;2;1;1;1;3;2;6175398,59426123;2056012,892451;1277187,21734867;2242377,00963367;3584496,45170473;0,183858511275473;4749,76025928018
"115";41;2;2;;4;1;;1;97;2;3;3;3;3;1;1;1;2;2;1;1;97;2;2;2;2;3;1;1;1;2;1;;;2;;;;2;2;2;;;;;;;;;;;1;2;1;2;1;2;2;4;2;2;3;2;1;2;2;2;;1;97;97;97;97;97;;97;4;5;3;2;3;2;97;1;2;11790662,3027841;4913423,03593019;4879278,13486164;4315929,72711517;10688606,2270338;2,01919996613861;17272,665922935
"116";12;97;2;;2;1;;1;1;1;2;1;3;2;1;2;2;2;2;2;1;2;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;2;1;1;1;2;3;2;1;2;1;2;2;2;2;97;2;2;1;1;1;2;2;2;3;3;1;2;2;2;;2;97;0;0;0;0;;1;1;1;3;3;3;2;97;2;2;6773138,38201185;4671519,09130945;9643625,74810525;4331620,75185869;5475108,39068382;0,0336137275299273;2499,72274235444
"117";22;2;2;;4;5;1;2;1;2;2;1;3;2;1;2;1;2;2;97;1;2;2;2;2;2;2;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;2;2;2;97;2;1;3;3;2;97;;;;1;3;0;0;0;0;;1;2;3;3;2;;97;2;1;1;22937254,8699374;7934345,66230122;27097050,3254786;7314042,008035;19136323,710005;0,211582549762385;6993,25115019666
"118";42;1;1;1;2;5;1;1;97;1;3;3;6;1;1;1;1;1;1;1;1;1;2;2;2;1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;;;;;;;;;;1;1;2;2;2;1;1;2;1;2;3;4;1;1;;;5;2;2;0;0;0;0;97;1;4;1;3;4;1;1;1;2;2;11790662,3027841;6174721,93567261;4879278,13486164;5770094,98942702;10688606,2270338;0,47740011303843;9879,33892757945
"119";27;1;2;;3;4;;2;2;2;3;3;1;2;1;2;1;2;1;1;1;3;1;1;1;1;1;2;;;;;;;;;;;;;;2;;;;;;;;;;2;1;1;2;1;2;2;2;2;1;3;3;2;2;2;2;;1;2;0;0;0;0;;1;2;3;3;2;3;2;1;1;2;22937254,8699374;7934345,66230122;27097050,3254786;7314042,008035;14013646,6711406;0,388791532511496;7185,6959749155
"120";21;1;2;;2;5;3;1;1;2;2;2;1;3;1;2;1;3;2;2;1;1;1;2;2;1;1;1;1;1;1;2;2;2;1;1;2;2;1;1;1;2;;;;;;;;;;2;1;2;1;2;2;2;2;2;2;3;4;1;1;;;5;2;3;0;0;0;0;;1;2;3;3;4;1;1;2;2;2;20907410,4102155;7934345,66230122;27097050,3254786;6474733,97617184;14013646,6711406;0,205576421212988;2159,37886749516
"121";42;1;2;;2;5;1;2;2;2;2;3;3;2;1;2;1;2;2;2;2;3;2;1;2;2;1;1;1;1;2;1;1;2;2;2;2;1;1;1;1;2;;;;;;;;;;2;1;2;1;1;1;2;4;2;2;3;4;1;1;;;1;1;97;0;0;0;0;;1;4;2;3;4;1;1;97;1;2;11790662,3027841;4976682,1552343;4879278,13486164;5770094,98942702;10688606,2270338;0,964992613982703;8996,48173058659
"122";12;2;1;2;4;5;1;2;97;2;2;2;1;3;1;2;3;3;2;1;1;2;2;2;1;2;2;1;2;2;1;1;1;2;2;1;2;1;2;1;1;2;;;;;;;;;;2;1;2;2;2;1;2;2;1;1;3;4;1;2;2;2;;97;4;0;0;0;0;9;1;1;3;3;4;3;2;3;97;2;6858908,59017553;2440573,74107289;9643625,74810525;2399410,71828191;5475108,39068382;1,60482112108179;20884,2875482197
"123";15;2;1;1;1;3;;1;1;2;3;2;3;3;1;1;1;3;1;1;1;2;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;3;3;1;3;1;1;3;1;1;1;1;2;2;1;2;1;4;2;2;1;3;2;2;2;2;;2;3;0;0;0;0;;1;1;2;1;2;3;2;2;2;2;6773138,38201185;2888659,36430057;2582600,48691994;2424907,60474098;5475108,39068382;9,16653981833713;296132,546275932
