"ID";"P03";"P05";"P06";"P07";"P08";"P09";"P10";"P11_1";"P11_2";"P11_3";"P12";"P13";"P14";"P15";"P16";"P17_1";"P17_2";"P17_3";"P17_4";"P17_5";"P18_1";"P18_2";"P18_3";"P18_4";"P19";"P20_1";"P20_2";"P20_3";"P20_4";"P20_5";"P20_6";"P21_1";"P21_2";"P21_3";"P21_4";"P22";"P23";"P27";"P29";"P30";"P31";"P32";"P33";"P34";"P35";"P37";"P38";"VD_REGIAO";"VD_IDADE";"VD_RACA";"VD_EDUCACAO";"VD_OCUPACAO";"VD_TRABALHO";"VD_RENDA";"VD_RELIGIAO";"VD_PORTE";"W1";"W2";"POP_REGIAO_SEXO";"POP_REGIAO_IDADE";"POP_REGIAO_RACA";"POP_REGIAO_EDU";"POP_REGIAO_TRAB"
"2487";6;1;2;2;3;3;3;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;3;3;1;;1;3;3;2;2;6;1;1;2;2;2;2;3;2;2;2;1;1;2;1,62471271577167;6141,19280671878;23109951,3510767;8924923,73398304;27680342,4585361;6779353,17294315;3546646,40439905
"2488";19;1;1;3;7;4;3;1;2;2;3;2;1;1;2;2;2;1;2;2;3;2;2;2;2;2;3;3;4;3;3;2;3;2;3;1;;2;3;3;2;1;;;2;1;3;3;2;3;2;1;1;2;2;3;1,56230955803067;51243,7573973678;33575137,8555733;13759966,5114431;27019219,8719441;11608593,6347444;42303566,6020097
"2489";8;1;2;2;1;1;2;1;2;2;2;2;1;1;3;2;2;2;2;2;2;2;2;2;3;1;2;4;97;2;2;1;4;4;4;97;;1;1;3;1;1;;;1;2;3;3;3;1;3;1;1;2;1;3;1,29208170442957;53940,2396345075;37785788,021294;12559183,0844821;36246752,5612894;22358434,1987158;42303566,6020097
"2490";9;2;2;2;2;4;3;1;2;2;2;2;1;2;;2;2;1;2;2;3;1;1;2;1;2;2;1;2;2;2;3;3;97;3;97;;2;1;2;1;1;;;2;2;97;5;4;1;2;1;1;97;2;1;0,642104032308809;18831,138736249;6003369,09289076;1986741,61793614;4456488,23198482;2119512,79353112;7845449,59832215
"2491";11;3;2;2;4;2;2;1;1;2;2;3;1;1;2;1;3;1;2;2;1;2;2;3;2;2;2;1;3;3;1;3;3;2;4;3;2;1;1;4;1;1;;;1;3;5;3;2;1;4;1;1;3;1;2;0,953200701534758;24933,2704338978;37785788,021294;13759966,5114431;36246752,5612894;16986541,0890921;42303566,6020097
"2492";23;2;2;1;4;2;2;1;1;2;1;2;1;1;2;1;3;1;1;1;3;2;1;3;2;2;1;1;2;1;1;3;3;3;4;3;2;1;3;4;2;1;;;2;1;3;4;3;3;4;1;1;2;2;2;0,148888498581394;2479,00018272947;12541491,9498028;4175455,30097931;4807349,31831882;5285096,07002619;14678916,5657496
"2493";25;1;1;1;4;2;1;1;2;2;2;2;97;97;;2;3;2;97;97;2;2;2;3;2;2;3;3;3;3;3;2;2;3;3;2;;2;3;3;1;1;;;8;;97;2;3;3;3;1;1;97;3;2;0,277119812012181;6819,7600822095;20598732,7713667;7605298,17259807;27680342,4585361;11625346,6476257;21249094,3854223
"2494";13;3;2;2;5;3;3;2;2;2;3;2;3;1;2;2;2;3;4;3;2;2;2;2;1;2;2;2;2;3;2;4;3;4;4;1;;1;3;2;1;2;4;;2;2;97;5;1;3;2;3;2;97;2;1;0,305569392481133;16959,2007152698;6576785,59605944;3401595,02358408;6774440,12421244;2119512,79353112;3878461,00883685
"2495";24;2;3;1;3;4;3;2;2;2;2;2;1;1;2;1;2;1;1;1;1;1;1;3;2;2;2;2;2;3;2;2;3;4;3;3;2;2;3;3;2;1;;;2;1;4;4;2;3;2;1;1;3;2;2;0,250454669469191;8875,83097142266;11515515,6430074;4544842,78151702;4807349,31831882;4258647,17765672;14678916,5657496
"2496";9;3;3;1;4;1;2;1;1;1;1;1;1;1;2;2;4;1;3;2;3;2;2;3;1;2;3;3;3;2;2;3;2;3;4;2;;2;3;4;2;1;;;1;3;4;5;3;3;4;1;1;3;1;2;0,321052016154404;7367,2950711596;6003369,09289076;2422682,73111292;6774440,12421244;2974499,82286506;7845449,59832215
"2497";24;3;3;2;4;4;3;1;2;2;3;1;3;2;;3;2;1;1;3;1;2;3;2;1;4;2;4;4;4;3;2;3;4;3;3;2;2;1;3;1;1;;;1;4;4;4;4;1;3;1;1;3;1;2;0,500909338938383;16146,086670144;11515515,6430074;4145961,67702737;17934317,9494049;6496943,75539045;14678916,5657496
"2498";26;2;3;3;2;4;3;2;2;2;2;2;97;1;2;2;2;1;2;3;1;1;1;2;2;1;1;1;2;2;1;1;3;4;4;4;;1;3;2;2;1;;;1;2;2;3;4;3;1;1;1;1;1;2;33,6035110269749;813533,681134508;37785788,021294;11827409,4960741;27019219,8719441;20407356,954315;42303566,6020097
"2499";24;2;1;2;6;3;2;2;1;2;3;2;1;1;3;3;2;2;2;2;3;2;2;3;2;2;3;2;2;2;2;2;2;3;97;3;2;2;5;3;1;1;;;1;4;3;4;2;4;3;1;1;2;1;1;0,500909338938383;3320,47337232941;11515515,6430074;4544842,78151702;199972,0774623;6496943,75539045;14678916,5657496
"2500";14;3;2;3;4;4;3;1;2;2;2;2;2;1;3;3;3;2;3;3;3;2;2;2;1;2;2;2;2;3;2;2;3;3;2;3;1;2;3;4;2;2;6;1;1;4;2;1;4;3;4;2;2;1;1;1;0,233722191703076;571,844516036355;6445651,30382502;1719164,17150939;9550655,77936565;2248311,9098027;972423,15925125
"2501";9;3;3;1;97;2;1;1;2;2;1;2;1;1;2;1;3;1;1;1;2;1;1;3;2;1;3;4;2;3;2;4;3;3;3;97;;2;3;2;1;1;;;1;4;3;5;3;3;2;1;1;2;1;3;0,160526008077202;4461,36843124592;6003369,09289076;2422682,73111292;6774440,12421244;2119512,79353112;7845449,59832215
"2502";11;1;1;1;2;3;2;2;2;2;2;2;1;1;97;1;2;1;2;2;1;1;2;4;3;2;2;3;2;3;1;2;3;2;3;3;3;1;1;4;1;2;1;;8;;97;3;2;1;4;3;2;97;3;1;1,42980105230214;49770,3224600481;37785788,021294;13759966,5114431;36246752,5612894;16986541,0890921;23436201,008573
"2503";3;3;3;3;6;4;3;2;2;2;2;2;97;1;2;3;2;2;3;3;3;2;2;3;1;3;2;2;3;3;2;2;3;3;3;3;2;1;3;2;2;2;4;;2;1;97;1;5;3;1;2;2;97;2;3;3,26645116098344;75830,2366087789;6782295,47091322;2005134,21920363;9550655,77936565;4880767,54450081;972423,15925125
"2504";8;1;2;2;1;3;2;97;1;2;2;97;3;1;97;2;2;2;3;2;2;2;2;3;2;1;2;2;97;2;2;2;3;3;4;3;97;1;1;3;1;2;4;;2;1;2;3;1;1;3;2;2;1;2;2;0,646040852214786;12643,132891572;37785788,021294;17647679,2898346;36246752,5612894;22358434,1987158;5621158,26628468
"2505";13;1;2;1;3;4;3;2;2;2;2;2;2;1;2;2;2;2;2;2;3;2;2;3;2;2;2;3;2;2;2;2;2;3;2;3;3;2;3;2;1;1;;;1;4;3;5;1;3;2;1;1;2;1;2;0,152784696240566;6624,1947433419;6003369,09289076;3401595,02358408;6774440,12421244;2119512,79353112;7845449,59832215
"2506";4;2;3;2;2;2;1;1;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;2;2;1;1;2;3;2;1;2;3;4;4;3;97;1;3;4;1;1;;;1;3;3;1;3;3;4;1;1;2;1;3;0,307058190593697;8534,10317588899;6782295,47091322;2362182,97600896;9550655,77936565;2248311,9098027;7350973,73893233
"2507";9;1;1;1;3;2;1;2;2;1;2;1;2;1;2;2;2;3;3;1;2;2;1;2;2;1;2;4;1;2;1;3;2;3;4;2;;2;3;3;1;1;;;2;3;3;5;1;3;3;1;1;2;2;3;0,321052016154404;17591,2533253625;6003369,09289076;3401595,02358408;6774440,12421244;3442194,137924;7845449,59832215
"2508";26;2;2;2;7;1;1;1;2;2;2;2;1;1;2;1;4;1;2;3;2;2;2;4;3;1;1;3;4;2;1;4;4;3;4;3;1;1;1;4;1;1;;;1;5;4;3;2;1;4;1;1;3;1;1;1,68017555134875;43949,0564062223;37785788,021294;13759966,5114431;36246752,5612894;16986541,0890921;42303566,6020097
"2509";13;2;2;1;3;2;2;2;2;2;3;1;1;1;3;2;2;2;2;2;2;1;2;2;2;2;2;97;2;2;2;2;3;3;3;97;;1;3;3;1;2;4;;1;3;97;5;2;3;3;3;2;97;1;1;0,305569392481133;12384,8656645464;6576785,59605944;2556764,80999093;6774440,12421244;3442194,137924;3878461,00883685
"2510";5;1;2;2;6;1;1;1;2;2;1;1;1;1;1;1;1;2;3;3;3;2;2;4;1;2;2;3;4;2;2;3;1;4;4;2;;1;2;4;2;2;4;;2;2;4;2;2;2;4;3;2;3;2;3;1,73507606710632;99713,1925563448;23109951,3510767;8924923,73398304;5222082,34936612;6304847,12920219;18912943,3326221
"2511";7;2;3;3;1;4;3;2;2;2;2;2;1;1;2;2;3;2;2;4;2;2;3;3;1;1;2;1;2;3;2;1;2;4;3;2;;1;1;2;1;1;;;1;4;3;5;3;1;2;1;1;2;1;3;0,271920271681413;9469,74936579119;6576785,59605944;2422682,73111292;4456488,23198482;2119512,79353112;7845449,59832215
"2512";7;1;1;3;5;1;3;2;2;2;2;2;2;1;3;3;3;2;3;1;3;2;2;2;1;2;2;2;3;2;2;3;2;3;2;2;;1;5;2;2;2;4;;1;1;2;5;3;4;1;2;2;1;1;3;0,543840543362827;2860,16863244015;6576785,59605944;2422682,73111292;155974,71444362;4043947,93463002;856244,0817912
"2513";18;2;2;1;2;2;2;1;2;2;1;2;1;2;;2;3;2;2;2;3;2;2;3;1;2;2;3;2;3;3;3;2;3;3;2;;2;1;4;1;1;;;1;5;4;4;5;1;4;1;1;3;1;3;0,258475127501189;9188,74485331944;11515515,6430074;5343809,44930734;17934317,9494049;5285096,07002619;14678916,5657496
"2514";9;3;2;3;3;1;1;1;2;2;1;2;1;1;1;1;4;1;3;2;3;2;2;3;1;1;1;2;4;2;1;3;4;2;4;1;;1;3;4;1;2;1;;1;3;5;5;3;3;4;2;2;3;1;1;0,642104032308809;2573,24019790537;6576785,59605944;2422682,73111292;6774440,12421244;2974499,82286506;856244,0817912
"2515";15;1;1;1;5;4;2;1;1;2;2;2;3;1;2;2;2;2;2;3;4;2;2;3;2;2;2;3;2;3;3;3;3;2;2;2;;2;1;3;2;1;;;1;3;5;2;1;1;2;1;1;3;1;1;0,901935031467357;48841,0302015895;20598732,7713667;12210356,2330292;10459729,3625997;6779353,17294315;21249094,3854223
"2516";2;2;2;1;2;2;1;1;1;2;2;2;1;1;2;1;3;1;3;2;1;1;1;3;2;1;1;1;3;2;1;4;4;2;4;1;;1;3;4;2;2;3;;1;2;2;2;2;3;4;3;2;1;1;1;0,390978821513959;12128,9929249738;23109951,3510767;8924923,73398304;27680342,4585361;6304847,12920219;18912943,3326221
"2517";4;2;3;1;5;4;2;1;2;1;2;2;1;1;3;3;4;2;3;4;2;2;2;4;2;3;2;4;4;2;2;2;4;3;4;3;1;1;3;4;1;2;6;1;2;2;2;1;2;3;4;2;2;1;2;3;0,307058190593697;1137,6217782885;6782295,47091322;2817899,63437748;9550655,77936565;2248311,9098027;972423,15925125
"2518";18;2;3;3;6;2;2;1;2;2;1;2;1;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;3;2;4;4;4;4;3;1;2;1;3;1;2;2;;1;3;4;4;4;1;3;3;2;3;1;2;1,03390051000475;23291,7711957614;11515515,6430074;4145961,67702737;17934317,9494049;6496943,75539045;8116994,2648156
"2519";26;1;1;1;5;1;1;1;2;2;1;1;1;2;;1;2;1;1;2;3;1;1;4;2;1;2;3;3;1;2;1;1;4;4;3;2;2;3;3;1;1;;;10;3;2;3;2;3;3;1;1;1;3;3;0,840087775674373;34640,6781457768;33575137,8555733;13759966,5114431;27019219,8719441;22358434,1987158;42303566,6020097
"2520";24;1;2;1;5;2;1;2;1;2;2;1;1;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;1;;1;1;3;1;1;;;1;2;97;4;1;1;3;1;1;97;1;2;0,500909338938383;50293,5195359433;12541491,9498028;5846938,38397908;17934317,9494049;6496943,75539045;14678916,5657496
"2521";12;3;3;3;7;1;3;2;2;2;2;1;1;1;1;2;97;2;3;2;2;2;2;2;3;2;2;2;3;2;2;2;3;3;3;3;97;2;1;3;2;1;;;1;2;3;5;3;1;2;1;1;2;1;1;0,278299223371858;11235,1101026794;6003369,09289076;2422682,73111292;4456488,23198482;2119512,79353112;7845449,59832215
"2522";7;2;2;1;5;4;2;2;2;2;3;2;2;1;3;1;3;1;2;2;2;1;1;2;2;2;2;1;3;3;2;1;3;4;3;97;;1;3;3;2;2;6;2;2;1;2;5;1;3;2;3;2;1;2;3;0,181280181120942;10061,1090409533;6576785,59605944;3401595,02358408;6774440,12421244;2119512,79353112;3878461,00883685
"2523";12;2;2;1;3;1;1;1;1;2;2;2;1;1;2;1;1;2;1;2;1;1;2;2;2;1;4;4;2;4;3;2;2;3;4;3;2;2;3;4;1;1;;;1;1;4;5;2;3;4;1;1;3;1;2;0,278299223371858;5756,95699584471;6003369,09289076;2556764,80999093;6774440,12421244;2974499,82286506;7845449,59832215
"2524";16;2;2;97;3;4;2;2;2;2;3;1;1;1;97;1;2;1;2;3;2;2;2;2;3;3;2;3;3;2;1;3;2;2;3;3;2;1;1;4;1;2;2;;1;5;3;2;5;1;4;2;2;2;1;1;0,642092017319403;1795,28481543986;23109951,3510767;8573721,61714235;10459729,3625997;6304847,12920219;3546646,40439905
"2525";25;3;3;2;6;4;3;2;2;2;3;1;1;1;2;2;2;2;3;3;4;2;2;3;1;2;4;2;2;4;4;3;3;4;4;2;;1;1;2;1;2;2;;1;2;97;2;4;1;2;3;2;97;1;3;1,66271887207309;109129,561084255;23109951,3510767;6394384,36569069;10459729,3625997;6779353,17294315;18912943,3326221
"2526";11;3;3;2;2;1;2;1;1;2;1;2;1;1;2;1;4;2;4;3;1;2;2;4;2;1;1;1;4;3;1;4;4;1;4;3;1;2;1;4;1;1;;;8;;5;3;1;1;4;1;1;3;3;3;1,42980105230214;62789,5599301183;33575137,8555733;17647679,2898346;36246752,5612894;16986541,0890921;42303566,6020097
"2527";14;2;3;3;2;2;1;1;2;1;1;2;1;1;3;1;4;1;3;2;2;2;2;4;2;1;1;1;4;4;1;3;4;2;4;3;1;1;3;3;1;2;6;1;1;2;97;1;1;3;3;2;2;97;1;2;0,233722191703076;1677,94914863263;6782295,47091322;4323565,77363878;9550655,77936565;3745107,25072326;972423,15925125
"2528";5;2;2;3;1;3;3;2;2;2;2;2;2;1;2;2;3;2;2;2;2;2;2;3;1;2;2;2;2;3;2;2;3;3;3;3;2;1;1;3;1;2;4;;8;;2;2;2;1;3;2;2;1;3;1;0,377585133947486;3391,64823446847;23109951,3510767;8924923,73398304;10459729,3625997;11625346,6476257;3546646,40439905
"2529";3;1;1;1;3;2;2;1;2;2;2;1;2;1;2;1;1;1;1;1;4;1;1;2;2;1;1;4;3;1;1;1;1;4;1;2;;2;3;3;1;1;;;2;1;3;1;2;3;3;1;1;2;2;3;0,107685203109344;2965,26943085932;6445651,30382502;2817899,63437748;9550655,77936565;3745107,25072326;7350973,73893233
"2530";1;2;1;97;6;2;1;2;2;2;2;2;1;1;1;2;2;1;2;3;3;2;3;3;3;1;2;2;2;2;3;3;2;2;4;2;;1;3;3;1;1;;;2;2;3;1;2;3;3;1;1;2;2;2;0,691482942225951;19014,7598699969;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;7350973,73893233
"2531";11;2;2;2;5;1;2;2;1;2;2;2;1;1;2;1;3;1;2;2;2;1;2;3;3;2;1;2;2;2;1;2;4;2;3;1;;2;1;3;1;1;;;1;4;97;3;5;1;3;1;1;97;1;2;1,42980105230214;43931,437527223;33575137,8555733;15566687,4950334;36246752,5612894;22358434,1987158;42303566,6020097
"2532";5;3;3;2;3;2;2;97;2;2;1;2;1;1;2;4;4;1;1;3;3;3;2;3;2;1;1;4;1;1;2;2;2;4;4;2;;2;1;4;1;1;;;2;2;4;2;3;1;4;1;1;3;2;3;2,60261410065948;43274,2121771125;20598732,7713667;7605298,17259807;10459729,3625997;6304847,12920219;21249094,3854223
"2533";11;2;2;2;3;2;2;2;2;2;2;2;3;1;2;2;97;2;3;1;1;4;2;3;97;2;2;3;4;1;2;1;3;3;2;3;2;1;3;3;2;2;2;;8;;3;3;5;3;2;3;2;2;3;1;2,14470157845321;57243,0337383273;37785788,021294;15566687,4950334;27019219,8719441;11608593,6347444;23436201,008573
"2534";5;1;1;1;1;4;2;1;2;2;3;1;1;1;2;2;2;1;2;3;2;1;2;3;2;1;1;3;3;2;2;1;1;3;4;4;;2;3;3;1;2;6;1;2;4;2;2;2;3;3;2;2;1;2;3;0,755170267894973;6508,00322224268;20598732,7713667;8924923,73398304;27680342,4585361;11625346,6476257;3546646,40439905
"2535";26;3;3;1;3;3;3;2;2;2;1;2;1;1;1;2;3;1;1;2;4;1;1;2;3;1;2;1;2;3;1;3;3;3;3;2;;1;1;1;;2;4;;1;2;4;3;4;1;1;3;2;3;1;1;3,36035110269749;127050,764931961;37785788,021294;11827409,4960741;36246752,5612894;20407356,954315;23436201,008573
"2536";9;3;3;2;4;1;1;1;1;2;1;2;1;1;2;2;4;2;2;2;2;2;2;1;1;1;1;1;4;1;2;4;4;1;4;1;;2;3;3;1;2;6;1;1;4;3;5;4;3;3;2;2;2;1;2;0,321052016154404;1658,37515885041;6003369,09289076;1986741,61793614;6774440,12421244;3442194,137924;856244,0817912
"2537";23;3;3;3;5;2;1;1;2;2;2;2;97;2;;3;97;3;3;2;97;2;3;3;97;97;97;97;3;3;3;3;3;3;3;1;;1;3;2;2;1;;;1;3;97;4;5;3;1;1;1;97;1;2;0,446665495744183;37905,1359457358;12541491,9498028;5343809,44930734;4807349,31831882;8016320,58973676;14678916,5657496
"2538";15;3;3;2;5;1;3;1;2;2;1;2;1;1;2;1;2;1;2;3;3;1;1;4;2;1;1;1;3;1;2;4;4;3;4;4;;2;3;4;1;2;1;;8;;3;2;2;3;4;2;2;2;3;3;0,450967515733679;1912,26934843798;20598732,7713667;8924923,73398304;27680342,4585361;6304847,12920219;3546646,40439905
"2539";18;3;2;3;3;3;1;2;2;2;2;2;1;1;2;4;3;1;2;2;2;1;2;3;3;1;2;2;2;3;2;2;2;3;3;3;2;2;3;3;1;1;;;1;2;3;4;2;3;3;1;1;2;1;1;0,516950255002377;15606,8889449672;11515515,6430074;4544842,78151702;4807349,31831882;6496943,75539045;14678916,5657496
"2540";18;2;1;1;2;2;1;1;1;2;1;2;2;1;2;1;3;1;1;97;1;1;1;4;2;1;1;1;1;1;1;1;4;1;4;1;;1;97;3;1;1;;;1;4;2;4;3;3;3;1;1;1;1;1;0,281972866364933;7285,78767471278;12541491,9498028;4175455,30097931;4807349,31831882;6496943,75539045;14678916,5657496
"2541";18;1;1;1;4;2;3;1;2;2;2;1;1;1;2;1;4;1;2;2;97;2;2;4;1;1;2;2;4;4;97;1;2;4;4;97;;2;1;4;2;1;;;1;4;4;4;1;1;4;1;1;3;1;3;0,258475127501189;14810,2076709669;11515515,6430074;5846938,38397908;17934317,9494049;5285096,07002619;14678916,5657496
"2542";19;3;2;3;6;4;3;2;2;2;2;2;3;97;;2;3;2;2;3;3;2;2;3;2;2;2;2;2;2;2;2;3;3;3;2;;2;3;1;;1;;;3;4;2;3;4;3;1;1;1;1;3;3;31,2461911606135;785492,972960378;33575137,8555733;11827409,4960741;27019219,8719441;20407356,954315;42303566,6020097
"2543";14;1;1;2;6;1;2;2;1;2;2;1;1;1;1;2;2;2;2;2;4;1;97;3;2;3;2;3;2;2;2;3;2;3;3;2;;2;3;4;2;1;;;1;3;4;1;1;3;4;1;1;3;1;2;0,467444383406151;21232,8422406718;6445651,30382502;4323565,77363878;9550655,77936565;2248311,9098027;7350973,73893233
"2544";11;2;2;3;3;1;2;2;1;2;1;2;1;1;2;1;3;1;2;2;2;1;1;1;2;1;1;1;3;2;2;4;4;4;3;4;;1;1;4;1;2;2;;1;1;97;3;5;1;4;2;2;97;1;2;0,612771879558059;2643,33952650746;37785788,021294;15566687,4950334;36246752,5612894;16986541,0890921;5621158,26628468
"2545";26;3;3;2;1;2;1;2;2;2;2;2;1;1;2;1;3;2;2;2;2;2;2;3;1;2;2;3;2;3;2;2;3;3;3;1;;1;2;2;1;2;6;1;2;1;3;3;2;2;2;2;2;2;2;2;1,68017555134875;23159,435225067;37785788,021294;13759966,5114431;7287684,10411524;11608593,6347444;5621158,26628468
"2546";7;2;2;3;1;4;3;2;2;2;1;2;1;1;2;2;4;1;2;2;1;1;3;3;3;1;1;4;4;1;1;4;4;4;4;3;1;1;3;4;2;1;;;1;2;5;5;3;3;4;1;1;3;1;3;0,271920271681413;5382,769824576;6576785,59605944;2422682,73111292;6774440,12421244;2974499,82286506;7845449,59832215
"2547";3;2;2;2;2;1;2;1;2;2;1;2;1;1;2;1;3;1;2;2;1;2;1;3;1;1;1;1;3;2;1;3;3;2;3;4;;1;3;4;1;1;;;8;;5;1;3;3;4;1;1;3;3;3;0,251265473921803;6983,44986284605;6782295,47091322;2362182,97600896;9550655,77936565;2248311,9098027;7350973,73893233
"2548";10;2;2;1;5;2;2;2;2;2;1;2;2;1;3;2;1;1;3;2;1;2;1;3;1;1;1;2;2;1;1;4;4;1;4;2;;1;3;3;1;2;6;1;2;1;2;2;1;3;3;2;2;1;2;2;0,933514112301526;12039,8965019977;23109951,3510767;12210356,2330292;27680342,4585361;11625346,6476257;3546646,40439905
"2549";14;2;3;1;2;1;1;2;2;2;2;2;2;1;2;2;4;1;2;3;3;2;1;4;1;1;1;2;3;2;2;3;4;3;4;3;1;2;3;4;2;1;;;1;3;3;1;2;3;4;1;1;2;1;2;0,701166575109227;17814,0860574173;6445651,30382502;2817899,63437748;9550655,77936565;2248311,9098027;7350973,73893233
"2550";2;2;2;97;5;2;1;1;2;2;2;2;1;1;2;2;4;1;3;2;1;2;2;3;2;2;2;2;3;3;1;2;4;4;2;1;;2;1;2;1;2;2;;1;2;3;2;5;1;2;2;2;2;1;3;1,56391528605584;6765,0259730899;20598732,7713667;8573721,61714235;10459729,3625997;6779353,17294315;3546646,40439905
"2551";6;2;2;2;5;2;2;2;2;2;2;2;1;1;2;3;2;2;3;2;3;2;2;2;1;2;3;2;3;3;2;2;3;3;3;3;2;2;3;3;2;1;;;2;1;2;2;5;3;2;1;1;1;2;2;3,24942543154334;41116,4435613063;20598732,7713667;8573721,61714235;27680342,4585361;6779353,17294315;21249094,3854223
"2552";16;1;3;3;5;3;3;2;2;2;1;2;2;1;2;2;2;2;2;4;2;1;2;3;2;1;4;4;1;1;4;1;1;4;4;2;;2;3;2;1;1;;;8;;3;2;2;3;2;1;1;2;3;3;0,856122689759204;17124,0201881755;20598732,7713667;8924923,73398304;27680342,4585361;6779353,17294315;21249094,3854223
"2553";26;3;3;97;4;4;3;97;2;2;3;2;1;1;2;1;2;2;2;3;2;3;2;3;2;97;2;3;3;3;3;4;4;3;4;4;;2;1;4;1;1;;;8;;4;3;3;1;4;1;1;3;3;3;0,480050157528213;11680,1807003644;33575137,8555733;12559183,0844821;36246752,5612894;16986541,0890921;42303566,6020097
"2554";3;1;1;97;2;3;2;1;2;2;1;3;1;2;;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;3;3;4;;1;3;3;1;2;4;;2;1;97;1;2;3;3;2;2;97;2;3;0,251265473921803;1008,96433660989;6782295,47091322;2817899,63437748;9550655,77936565;3745107,25072326;972423,15925125
"2555";14;2;1;3;5;1;2;1;2;2;2;2;1;1;2;2;3;1;2;2;3;97;2;97;2;2;2;3;3;2;2;3;2;4;3;3;1;1;1;3;1;1;;;1;2;2;1;4;1;3;1;1;1;1;3;0,116861095851538;2856,31102033401;6782295,47091322;1719164,17150939;2525639,26899086;3745107,25072326;7350973,73893233
"2556";16;1;1;1;4;3;3;97;2;2;3;2;1;1;2;2;1;2;2;3;3;2;2;4;2;2;3;2;1;3;3;3;2;3;4;3;1;2;3;4;2;1;;;1;3;97;2;2;3;4;1;1;97;1;2;3,09559221636769;52725,0763106839;20598732,7713667;8924923,73398304;27680342,4585361;6304847,12920219;21249094,3854223
"2557";12;3;3;3;5;4;2;1;2;2;1;2;1;1;3;3;3;2;4;3;3;2;2;2;1;2;2;2;2;2;2;3;3;3;3;2;;1;3;2;1;2;6;1;2;1;2;5;5;3;2;2;2;1;2;2;0,278299223371858;769,626799786927;6576785,59605944;2212370,50632613;6774440,12421244;2119512,79353112;856244,0817912
"2558";3;1;1;1;6;2;2;1;2;2;2;1;1;1;3;1;3;1;2;2;3;1;2;3;1;2;2;4;2;2;3;1;2;3;3;3;2;2;1;4;1;1;;;1;2;5;1;3;1;4;1;1;3;1;3;0,251265473921803;9425,25039957626;6445651,30382502;2362182,97600896;2525639,26899086;2248311,9098027;7350973,73893233
"2559";9;2;3;3;3;1;2;97;2;1;1;2;1;1;2;1;2;1;2;2;2;2;1;4;1;2;1;2;3;1;1;4;4;4;4;3;1;1;2;4;1;2;6;1;2;1;3;5;3;2;4;2;2;2;2;2;0,481177844357907;3580,79658075757;6576785,59605944;2422682,73111292;1193251,61830932;2974499,82286506;856244,0817912
"2560";7;2;1;1;6;3;97;97;2;2;2;2;1;1;2;1;2;2;1;3;2;2;3;2;2;2;2;3;3;1;2;3;3;4;1;97;;2;3;3;1;1;;;1;1;4;5;1;3;3;1;1;3;1;3;0,135960135840707;7449,60028712086;6003369,09289076;3401595,02358408;6774440,12421244;3442194,137924;7845449,59832215
"2561";11;1;1;1;4;1;2;1;2;1;1;1;1;2;;97;3;1;97;2;97;2;97;4;2;1;97;4;1;1;97;97;1;4;4;2;;2;1;4;1;1;;;1;4;97;3;5;1;4;1;1;97;1;1;1,42980105230214;24658,1861974635;33575137,8555733;15566687,4950334;36246752,5612894;16986541,0890921;42303566,6020097
"2562";14;3;2;2;1;4;3;1;2;2;2;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;4;4;4;2;;2;1;2;1;2;6;1;1;1;2;1;1;1;2;2;2;1;1;2;0,233722191703076;2649,12109769289;6445651,30382502;4323565,77363878;2525639,26899086;2353760,06971147;972423,15925125
"2563";12;2;1;3;3;3;3;2;2;2;2;2;1;1;2;2;1;2;2;3;1;2;2;2;3;2;1;1;4;2;1;1;4;2;4;3;2;1;3;4;1;1;;;8;;97;5;1;3;4;1;1;97;3;2;0,278299223371858;8594,22601250357;6576785,59605944;3401595,02358408;6774440,12421244;2974499,82286506;7845449,59832215
"2564";24;1;2;1;5;97;3;1;2;2;2;2;97;1;2;2;97;2;97;2;2;2;2;2;1;2;2;97;2;3;2;2;3;2;3;3;1;2;2;2;2;1;;;2;3;3;4;1;2;1;1;1;2;2;2;0,250454669469191;29499,4536868782;11515515,6430074;5846938,38397908;1115368,24762409;8016320,58973676;14678916,5657496
"2565";3;2;2;1;6;2;1;1;1;2;2;2;1;1;3;1;3;1;2;2;3;1;4;4;2;3;1;2;3;2;2;3;3;4;2;1;;1;3;4;2;1;;;2;1;2;1;3;3;4;1;1;1;2;1;0,251265473921803;6983,44986284605;6782295,47091322;2362182,97600896;9550655,77936565;2248311,9098027;7350973,73893233
"2566";18;2;3;1;1;4;3;2;2;2;2;2;1;1;2;2;2;2;3;2;3;2;2;2;2;2;2;2;2;3;2;2;3;1;2;3;2;1;3;3;1;2;6;1;1;3;2;4;3;3;3;2;2;1;1;1;0,516950255002377;1693,01192709049;12541491,9498028;4175455,30097931;4807349,31831882;6496943,75539045;1261096,76224488
