"ID";"P01";"P02";"P03";"P04";"P05";"P06";"P07";"P08";"P09";"P10";"P11";"P12";"P13_1";"P13_2";"P13_3";"P14";"P15";"P16";"P19";"P20";"P21";"P22";"P23";"P24";"P25";"P26";"P27";"P28";"VD_P19";"VD_IDADE";"VD_ESCOLARIDADE";"VD_RENDA";"VD_TIPOTEL";"W1";"W2"
"1092";16;5;1;3;2;3;4;2;1;1;2;5;1;2;2;3;3;4;6;1;1;2;1;1;2;5;7;97;2;3;4;97;"3";"0.215141014498537";"26191.3125"
"1093";16;5;1;3;3;2;6;1;3;2;3;5;1;2;2;3;3;5;8;2;1;1;1;1;2;4;7;5;2;2;4;3;"3";"0.215141014498537";"26191.3125"
"1094";16;5;1;1;1;2;4;2;2;1;1;3;1;2;2;2;3;3;8;2;1;1;2;1;2;6;7;4;2;4;4;3;"3";"0.215141014498537";"26191.3125"
"1095";16;5;1;2;3;2;6;2;3;1;2;5;1;2;1;3;2;4;5;1;1;2;1;2;2;5;7;97;3;3;4;97;"3";"0.215141014498537";"26191.3125"
"1096";24;5;1;2;2;3;4;2;1;2;1;4;1;2;2;3;2;3;4;2;2;;;;2;4;7;3;3;2;4;2;"3";"0.215141014498537";"26191.3125"
"1097";24;5;1;2;2;2;4;1;2;1;1;3;1;1;2;3;3;4;4;1;1;2;1;1;2;3;7;4;3;1;4;3;"3";"0.215141014498537";"26191.3125"
"1098";24;5;1;2;2;97;4;1;3;1;1;5;1;2;1;3;2;5;6;2;1;2;1;1;2;5;7;4;2;3;4;3;"3";"0.215141014498537";"26191.3125"
"1099";24;5;1;3;3;3;4;1;3;2;2;4;1;2;2;2;3;4;6;1;1;1;1;1;2;3;7;4;2;1;4;3;"3";"0.215141014498537";"26191.3125"
"1100";24;5;1;3;3;2;1;2;2;3;1;4;1;2;2;1;3;3;8;2;1;2;2;1;2;4;7;4;2;2;4;3;"3";"0.215141014498537";"26191.3125"
"1101";24;5;1;2;3;2;4;2;3;1;1;3;1;1;2;2;2;2;7;1;2;;;;2;6;7;4;2;4;4;3;"3";"0.215141014498537";"26191.3125"
"1102";24;5;1;3;3;2;5;1;2;1;1;5;1;2;2;3;3;5;4;1;1;1;1;1;2;5;7;4;3;3;4;3;"3";"0.215141014498537";"26191.3125"
"1103";24;5;1;3;2;3;5;2;2;2;1;4;1;2;1;2;2;4;2;1;1;2;1;1;2;5;7;4;3;3;4;3;"3";"0.215141014498537";"26191.3125"
"1104";24;5;1;2;3;3;3;2;2;1;1;3;1;2;2;3;2;2;6;1;1;2;1;1;2;4;7;3;2;2;4;2;"3";"0.215141014498537";"26191.3125"
"1105";16;5;1;1;2;2;4;2;3;1;1;4;1;2;1;3;3;4;1;1;1;2;2;2;2;5;7;5;3;3;4;3;"3";"0.215141014498537";"26191.3125"
"1106";16;5;1;3;3;3;4;3;2;1;1;5;1;2;1;3;3;5;1;2;1;2;1;1;2;7;7;5;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1107";16;5;1;3;3;3;4;1;3;1;3;3;1;2;2;3;3;5;5;2;1;1;2;1;2;4;7;4;3;2;4;3;"3";"0.215141014498537";"26191.3125"
"1108";16;5;1;1;2;97;4;1;3;1;1;5;1;2;2;3;3;5;1;1;1;1;1;1;2;6;7;4;3;4;4;3;"3";"0.215141014498537";"26191.3125"
"1109";16;5;1;3;3;2;4;1;2;1;1;5;1;2;2;3;3;4;3;1;1;2;1;1;2;7;7;3;3;4;4;2;"3";"0.215141014498537";"26191.3125"
